dodane-data,id,title,category-tree-item,user-profile-link,filters,description,pay_low,pay_high,pay_currency,pay_period,Lokalizacja,Wymiar pracy,Typ umowy,user-profile-link-hash
Dodane Dzisiaj o 11:56,ID: 836072850,Projektant wzorów hafciarskich,Strona główna/Praca/Marketing i PR/Grafika/Grafika - Łódzkie/Grafika - Łódź/Grafika - Bałuty,/oferty/uzytkownik/QzRc3/,Odpowiednie doświadczenie zawodowe,"Projektant wzorów hafciarskich Zakres obowiązków:wykonywanie czynności niezbędnych do prawidłowego funkcjonowania działu     projektowania: przyjmowanie oraz uzgadnianie zamówień z działem obsługi klienta,koordynacja i współpraca z działem produkcji odzieży i działem obsługi hafciarskiej ,nadzór nad jakością i terminowością wykonywanych projektów,wykonywanie programów hafciarskich i zlecanie prób,ewidencja ilościowa oraz jakościowa wykonywanych zleceń. Wymagania:praktyczna znajomość oprogramowania Wilcom lub Pulse (w przypadku znajomości    oprogramowania Pulse lub innego zapewniamy przeszkolenie obsługi oprogramowania Wilcom),znajomość oprogramowania CorelDRAW, Adobe Ilustrator, Adobe Photoshop,umiejętność dobrej organizacji i zarządzania czasem,komunikatywność i wysoka kultura osobista,zaangażowanie i umiejętność szybkiego przyswajania wiedzy.Nasza oferta:atrakcyjne warunki pracy,praca w doświadczonym zespole,praca na najbardziej zaawansowanym technologicznie oprogramowaniu do tworzenia  programów hafciarskich Wilcom.",4700,5500,zł, mies. brutto,"Łódź, Bałuty",Pełny etat,Umowa o pracę,8904508348282429928
Dodane Dzisiaj o 11:21,ID: 833438224,Konserwator- apartamenty na wynajem,Strona główna/Praca/Pozostałe oferty pracy/Pozostałe oferty pracy - Łódzkie/Pozostałe oferty pracy - Łódź/Pozostałe oferty pracy - Śródmieście,/oferty/uzytkownik/tVtij/,Doświadczenie nie jest wymagane/Praca zmianowa/Praca w weekendy,"Jesteśmy firmą zajmującą się wynajmem apartamentów  w trybie krótkoterminowym zlokalizowanych głównie w centrum miastaPoszukujemy OD ZARAZ do stałej współpracy na cały etat, osoby , która dołączy do powstałego już zespołu Praca jest wykonywana przez 5-6 dni w tygodniu w godzinach między 10.00 a 18.00Czym się będziesz zajmować?dbanie o estetykę wynajmowanych apartamentówzapewnienie należytego stanu apartamentów (ustalanie usterek do naprawy, dbanie o odświeżanie apartamentów w razie potrzeby)Diagnozowanie usterek i ich drobne prace naprawcze (hydraulika, elektryka, malowanie),dostarczenia do apartamentów niezbędnych rzeczy - pościel i środki czystośćiwspółpraca z pozostałymi pracownikami oraz biurem obsługi klientaWymaganiasamochód osobowy samodzielność i dobra organizacja czasu pracyCo oferujemy?Praca od 10 do 18Grafik 5/2 lub 6/2Karta Multisport Wynagrodzenie - od 4000 zł netto miesięcznie (+ dodatek za samochód)Stawka dla studentów od 23 zł netto/h + dodatek za samochód",4000,6000,zł, mies. brutto,"Łódź, Śródmieście",Pełny etat,Umowa zlecenie,-885973110870385785
Dodane Dzisiaj o 12:11,ID: 837022615,Na zmywak  zatrudnimy,Strona główna/Praca/Gastronomia/Pomoc kuchenna / zmywak/Pomoc kuchenna / zmywak - Zachodniopomorskie/Pomoc kuchenna / zmywak - Łazy,/oferty/uzytkownik/1aeKf/,Odpowiednie doświadczenie zawodowe/Praca w weekendy,"Zatrudnimy osobę na zmywak do ośrodka wczasowego w Łazach.Wymagane doświadczenie i dyspozycyjność.Zapewniamy wyżywienie, w razie potrzeby nocleg.",20,30,zł, mies. brutto,Łazy,Dodatkowa / sezonowa,Umowa zlecenie,4665917923116682433
Dodane Dzisiaj o 13:01,ID: 837021808,Praca dla opiekunki dla starszej kobiety,Strona główna/Praca/Opieka/Opieka nad seniorami i chorymi/Opieka nad seniorami i chorymi - Śląskie/Opieka nad seniorami i chorymi - Częstochowa/Opieka nad seniorami i chorymi - Raków,/oferty/uzytkownik/5xCFw/,Odpowiednie doświadczenie zawodowe/Praca w weekendy,"Dzień dobry,

poszukuję opiekunki dla starszej kobiety. Najlepiej dzielnica Raków. 

Szczegóły pod numerem telefonu.",,,,,"Częstochowa, Raków",Dodatkowa / sezonowa,Inny,2877579296588163680
Dodane Dzisiaj o 09:56,ID: 733199134,"Praca w budownictwie - delegacje- Niemcy, Holandia, Francja, Belgia",Strona główna/Praca/Budowa / remonty/Budowa / remonty - Wielkopolskie/Budowa / remonty - Września,/oferty/uzytkownik/l7Aos/,Odpowiednie doświadczenie zawodowe,"PRACOWNIK FIZYCZNY- PRACA PRZY ROZBIÓRKACH OBIEKTÓW PRZEMYSŁOWYCH 1. Szukasz pracy w branży remontów i rozbiórek w sektorze przemysłowym?2. Chcesz zdobyć ciekawe, specjalistyczne doświadczenie?3. Marzysz o pracy w zgranym teamie?4. Interesują Ciebie uczciwe zarobki?5. Nie boisz się pracy fizycznej oraz pracy na wysokościach? 6. Odpowiada Ci praca w delegacjach, także zagranicznych?Jeżeli na powyższe sześć pytań odpowiedziałeś sam sobie ""TAK!"" - ZGŁOŚ SIĘ DO NAS!W związku z dynamicznym rozwojem, firma HOPE, specjalizująca się w remontach i rozbiórce maszynowej pieców przemysłowych oraz kominów żelbetonowych i ceramicznych poszukuje pracowników otwartych na rozbudowanie swojego doświadczeniaOferujemy:- umowę o pracę w prężnie rozwijającej się firmie, pierwszą na 3-miesięczny okres próbny, kolejną na czas nieokreślony- długofalową współpracę- ciągłość pracy przez cały rok- atrakcyjne wynagrodzenie płacone terminowo (wypłacane w polskich złotych, stawka zawsze równa, niezależnie od miejsca pracy)-zakwaterowanie na koszt pracodawcy -dietę pokrywającą koszty utrzymania w miejscu pracy-po okresie próbnym dodatkowe ubezpieczenie zdrowotne i na życie, w całości opłacane przez pracodawcę -dojazd do pracy firmowymi samochodami -odzież robocza i środki BHP w całości na koszt pracodawcyOczekiwania wobec kandydatów: -motywacja do pracy oraz umiejętność pracy w zespole-gotowość do pracy w delegacjach, również zagranicznych-gotowość do pracy fizycznej oraz pracy na wysokościach, także powyżej 100 metrów-doświadczenie w pracach budowlanych nie jest warunkiem koniecznym ale będzie mile widzianeDodatkowymi atutami będą:-doświadczenie w murarstwie -prawo jazdy kat.B-komunikatywna znajomość języka niemieckiego i/lub angielskiego-uprawnienia do obsługi koparek jednonaczyniowych/ koparko-ładowarek / ładowarekAby zrozumieć lepiej w czym rzecz, zapoznaj się z profilem naszej działalności odwiedzając: www.hope-construction.comwyślij swoje CV bezpośrednio przez portal OLX. Prosimy o zamieszczenie w CV zgody na przetwarzanie danych osobowych.Zapraszamy do udziału w rekrutacji!Ewentualny kontakt telefoniczny w godzinach pracy biuraPoniedziałek - Piątek9:00- 16:00",7000,10000,zł, mies. brutto,Września,Pełny etat,Umowa o pracę,-8650695058935459294
Dodane Dzisiaj o 11:18,ID: 837011507,Pracownik techniczny z uprawieniami na koparko - ładowarkę,Strona główna/Praca/Pozostałe oferty pracy/Pozostałe oferty pracy - Warmińsko-mazurskie/Pozostałe oferty pracy - Wilnowo,/oferty/uzytkownik/pyHPy/,Odpowiednie doświadczenie zawodowe,"Zatrudnimy pracownika technicznego, posiadającego uprawnienia do obsługi koparko - ładowarki.Praca w miejscowśoći Wilonowo.Możliwość zakwaterowania. ",,,,,Wilnowo,Pełny etat,Umowa o pracę,-6240706214433447046
Dodane Dzisiaj o 12:48,ID: 662599489,SEROCK - Handlowiec Pracownik Biurowy Stacjonarny Hurtownia Budowlana,"Strona główna/Praca/Sprzedaż/Doradca klienta, sprzedawca/Doradca klienta, sprzedawca - Mazowieckie/Doradca klienta, sprzedawca - Serock",http://steelprofil.olx.pl,System wynagrodzeń: Podstawa + prowizja/Samochód służbowy: Nie/Odpowiednie doświadczenie zawodowe,Centrum Taniej Blachy Płyt Warstwowych i Płyt PIR - SteelProfilPOSZUKUJE OSOBY NA STANOWISKO:Handlowiec - Pracownik Biurowy w Hurtowni BudowlanejMiejsce pracy: 06-114 Dzierżenin 34 ENowoczesne Materiały BudowlaneDachy Solarne - Blachy - Płyty Warstwowe - Płyty PIR - XPSPensje na tym stanowisku w firmie zależnie od efektywności i zaangażowania handlowca wynoszą pomiędzy 3000 a 5000 pln nettoHandlowiec - pracownik biurowy stacjonarnyAtrakcyjne wynagrodzenie - podstawa + wysoka prowizja od efektów.WYMAGAMY DOŚWIADCZENIA HANDLOWEGO - NAJLEPIEJ W PODOBNEJ BRANŻYDoświadczenie E-Commerce / Socialmedia będzie dodatkowym atutemDo Twoich obowiązków będzie należało:obsługa klientów w siedzibie firmyobsługa zamówień internetowychwystawianie dokumentów sprzedażowychprzygotowywanie ofertobsługa telefonicznaWymagania:chęć do pracyłatwość nawiązywania kontaktówzaangażowanieznajomość obsługi komputera i programów sprzedażowychOferujemy:elastyczny system wynagrodzeń (część stała plus wysoka prowizja)prowizja bez górnego limitu - od Ciebie zależy ile zarobiszumowę o pracę na czas NIEOKREŚLONY po okresie próbnympracę w młodej dynamicznie rozwijającej się firmieperspektywę rozwoju i awansuProsimy o dodanie formuły w CV:Wyrażam zgodę na przetwarzanie moich danych osobowych dla potrzeb niezbędnych do realizacji procesu rekrutacji zgodnie z Rozporządzeniem Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (RODO).,3500,7000,zł, mies. brutto,Serock,Pełny etat,Umowa o pracę,-7832297909410114948
Dodane Dzisiaj o 11:05,ID: 788853404,Praca dla technika farmacji we Wrocławiu,Strona główna/Praca/Zdrowie/Farmacja/Farmacja - Dolnośląskie/Farmacja - Wrocław/Farmacja - Stare Miasto,http://pofampoznan.olx.pl,Doświadczenie nie jest wymagane,"OPISOsoba na stanowisku Pracownik Punktu Świadczenia Usług będzie odpowiedzialna za:obsługę klienta w sklepie, sprzedaż artykułów medycznych za gotówkę i na refundacjękontakt ze środowiskiem medycznym / reklamę sklepu w środowisku medycznym /Wymagania:poszukujemy osoby komunikatywnej, energicznej, lubiącej kontakt z ludźmi, której nie obca jest praca przy komputerze oraz kontakt z klientem i handlem, potrafiącej odnaleźć się w stresujących sytuacjachwykształcenie medyczne z kierunku: fizjoterapia ( z aktualnym nr prawa wykonywania zawodu)/ farmacja / pielęgniarstwo / ortopedia / biomechanika / rehabilitacja lub kurs towaroznawstwa z zakresu artykułów medycznych - warunek konieczny – tylko podane kierunki lub kurs będą brane pod uwagę /Oferujemy:Umowa o pracę (podstawa + premie zależne od wyników)Dofinansowanie do kart multisportPrywatna opieka medyczna po przejściu na czas nieokreślonySzkoleniaŚwiadczenia świąteczne i wakacyjne",4000,5000,zł, mies. brutto,"Wrocław, Stare Miasto",Pełny etat,Umowa o pracę,-995624043539687850
Dodane Dzisiaj o 11:16,ID: 833756741,Pracownik/czka Obsługi Kasjerskiej,"Strona główna/Praca/Sprzedaż/Doradca klienta, sprzedawca/Doradca klienta, sprzedawca - Mazowieckie/Doradca klienta, sprzedawca - Warszawa/Doradca klienta, sprzedawca - Ursynów",http://obi.olx.pl,System wynagrodzeń: Tylko podstawa/Samochód służbowy: Nie/Odpowiednie doświadczenie zawodowe/Praca zmianowa/Praca w weekendy/Elastyczny czas pracy,"Zakres obowiązków:obsługa kasy fiskalnej i terminala płatniczegosprawdzanie zgodności artykułów z opakowaniemobsługa reklamacji w Punkcie Obsługi Klienta.
Oczekiwania wobec Kandydata / Kandydatki:doświadczenie w pracy na podobnym stanowiskuuprzejmość i zorientowanie na Klientaumiejętność obsługi kasy fiskalnej i terminala kart płatniczychkomunikatywnośćumiejętność radzenia sobie w trudnych sytuacjachuczciwość i odpowiedzialnośćznajomość przepisów prawa konsumenckiego będzie dodatkowym atutem.
Oferujemy: stabilne zatrudnienie na umowę o pracęatrakcyjne wynagrodzenie + realna premiaprzewidywalny i elastyczny grafik pracyprywatną opieka medycznaubezpieczenie grupowekartę MultiSportwyprawki szkolne dla dziecipakiet szkoleń i certyfikatydofinansowanie do wakacjizniżki na produkty firmoweświetną atmosferę i dobre warunki pracy.",,,,,"Warszawa, Ursynów",Pełny etat,Umowa o pracę,3597094571365235269
Dodane 17 maja 2023,ID: 728511965,Pomoc kuchenna z zakwaterowaniem,Strona główna/Praca/Gastronomia/Pomoc kuchenna / zmywak/Pomoc kuchenna / zmywak - Pomorskie/Pomoc kuchenna / zmywak - Krynica Morska,/oferty/uzytkownik/2BK2z/,Doświadczenie nie jest wymagane/Praca w weekendy/🇺🇦 Польська мова не обов'язкова (Jęz. polski niewymagany),"Całoroczny Osrodek Wczasowy w Krynicy Morskiej poszukuje osoby na stanowisko pomoc kuchenna Opis Stanowiska:1.Pomoc w kuchni ( + zmywak)2. Właściwe porcjowanie i wydawanie posiłków.3. Utrzymanie w czystości , urządzeń, sprzętu i pomieszczeń kuchennych oraz stanu sanitarnego pomieszczeń. 2. Wymagania a) łatwość nawiązywania kontaktów z ludźmib) umiejętność pracy w zespolec) zaangażowanie w powierzone zadania, odpowiedzialność , dokładnośćd) dobra organizacja pracye) książeczka sanepidowska z aktualnymi badaniamiOferujemy:możliwe zakwaterowanie i wyżywienieumowę o pracę ",5000,5500,zł, mies. brutto,Krynica Morska,Pełny etat,Umowa o pracę,-373414132685406735
Dodane Dzisiaj o 12:24,ID: 833774250,Dam Prace Elewacje,Strona główna/Praca/Budowa / remonty/Budowa / remonty - Mazowieckie/Budowa / remonty - Józefów/Budowa / remonty - Michalin,/oferty/uzytkownik/39gvf/,Odpowiednie doświadczenie zawodowe,Poszukuję Pracowników budowlanych z doświadczeniem do Elewacji domków jednorodzinnych Praca na terenie Otwock Okolice . Praca od Zaraz Zapraszam 78*******91,25,30,zł, godz. brutto,"Józefów, Michalin",Dodatkowa / sezonowa,Umowa zlecenie,382232112483816505
Dodane Dzisiaj o 12:36,ID: 701563575,do pracy w księgowości / tylko stacjonarnie Praga południe,Strona główna/Praca/Finanse / księgowość/Księgowość/Księgowość - Mazowieckie/Księgowość - Warszawa/Księgowość - Praga-Południe,/oferty/uzytkownik/RUiiV/,Odpowiednie doświadczenie zawodowe,"Poszukuję osoby do pracy w biurze rachunkowym na KPIR z możliwością rozwoju na KH.Biegłość w pisaniu na komputerze.Mile widziana znajomość programu Buchalter i Płatnik.Osoba, znająca program i księgująca lub do przeszkolenia.Wynagrodzenie zależy od stopnia samodzielności i sprawności pracy.Pracujemy na pulpicie zdalnym, jednak specyfika pracy w tym zakresie w biurze uniemożliwia pracę zdalną.W okresie próbnym wynagrodzenie 3000 na rękę, po okresie próbnym wynagrodzenie będzie zależało od stopnia samodzielności i sprawności w pracy.W tym biurze jest zasada, iż po ok. 23-25 dniu każdego miesiąca do końca miesiąca biuro jest nieczynne i przechodzi w tryb zdalny - zatem co miesiąc jest kilka dni wolnego :)Zapraszamy. tel. 60*****49",20,30,zł, godz. brutto,"Warszawa, Praga-Południe",Pełny etat,Inny,7642977178291372534
Dodane Dzisiaj o 11:08,ID: 733025904,Przedstawiciel Handlowy - fotowoltaika - (BEZ DOŚWIADCZENIA),Strona główna/Praca/Sprzedaż/Przedstawiciel handlowy/Przedstawiciel handlowy - Kujawsko-pomorskie/Przedstawiciel handlowy - Bydgoszcz,/oferty/uzytkownik/18Uniw/,System wynagrodzeń: Podstawa + prowizja/Samochód służbowy: Tak/Doświadczenie nie jest wymagane/Elastyczny czas pracy,"4-ECO to dystrybutor i instalator o krajowym zasięgu.Naszym zadaniem jest nie tylko dbanie o stan otaczającego nas środowiska, lecz zapewnienie komfortu oraz bezpieczeństwa naszym klientom.Na terenie kraju posiadamy 49 oddziałów !Prowadzimy sprzedaż hurtową oraz detaliczną !Posiadamy wyłączność dystrybucji na wybrane produkty !Jesteśmy stale rozwijającą się firmą, która posiada 1.000.000 zł kapitału zakładowego.Jeśli chcesz dołączyć do naszego zespołu to musisz wiedzieć, że poszukujemy osoby energicznej, która będzie otwarcie przekazywać klientom korzyści płynące z posiadania własnej instalacji fotowoltaicznej.NIE WYMAGAMY DOŚWIADCZENIA w branży OZE.Wszystkiego Cię nauczymy od podstaw.Zakres obowiązków:Doradztwo w zakresie odnawialnych źródeł energii,Prowadzenie spotkań z klientami,Edukacja klientów,Dopasowanie odpowiednich rozwiązań,Przygotowanie wycen i ofert handlowych,Raportowanie działań,Zawieranie umów na realizację zleceń.To praca dla Ciebie, jeśli:~ Dysponujesz czasem od Poniedziałku do Piątku.~ Łatwo i z przyjemnością nawiązujesz kontakty.~ Spotkania z ludźmi napędzają Cię do działania.~ Lubisz oferować innym opłacalne rozwiązania.~ Szybko i chętnie przyswajasz nową wiedzę.~ Chcesz się rozwijać.~ Chcesz oferować prestiżowy produkt, którego jakości możesz być pewien.Firma oferuje:Po okresie próbnym stałe podstawowe wynagrodzenie + prowizje od sprzedaży, Podstawowe narzędzia pracy,Szkolenia wdrożeniowe i uzupełniające wiedzę,Wsparcie merytoryczne i Back Office,Konkursy sprzedażowe z nagrodami,Wyjazdy / imprezy integracyjne.Jeśli spełniasz powyższe możemy zaproponować Ci pracę w zgranym zespole w pozytywnej, zdrowej atmosferze.Dobrą kawę i klimatyzowane biuro w dobrej lokalizacji.Przed rozmową kwalifikacyjną proszę odwiedzić naszą stronęwww.4-eco.pl i zapoznać się wstępnie z nami.CV prosimy składać za pośrednictwem portalu.UWAGA.Rozpatrywane będą wyłącznie zgłoszenia z przesłanym CV osoby aplikującej.Jednocześnie zastrzegamy sobie prawo do kontaktu do kandydatów, z którymi wstępnie będziemy zainteresowani nawiązaniem współpracy.",,,,,Bydgoszcz,Pełny etat,Umowa o pracę,-1073922247899777971
Dodane Dzisiaj o 11:52,ID: 680300291,Pracownik produkcji - bez pośredników,Strona główna/Praca/Produkcja/Obsługa produkcji/Obsługa produkcji - Dolnośląskie/Obsługa produkcji - Kąty Wrocławskie,/oferty/uzytkownik/eB3hN/,Doświadczenie nie jest wymagane/Praca zmianowa/Praca w weekendy,"OpisCześć! Fajnie, że jesteś!Zastanawiasz się kim jesteśmy?Grupa Cedo to zatrudniająca ponad 2000 osób w Europie i Azji firma z branży FMCG. Jesteśmy międzynarodową, prężnie rozwijającą się firmą, producentem artykułów gospodarstwa domowego powszechnego użytku.Pewnie chcesz wiedzieć dlaczego warto z Nami pracować?Oferujemy Ci stabilne zatrudnienie, realne szanse rozwoju kariery, praktyczne wdrożenia, szkolenia wewnętrzne oraz zewnętrzne. Dla nas liczy się zaufanie i wzajemny szacunek.Jako Pracownik Produkcji będziesz m.in. odpowiedzialny za:Kontrolę jakości oraz pakowanie gotowego wyrobu.Współpracę z operatorem linii.Nie wymagamy doświadczenia - wszystkiego Cię nauczymy. Najważniejsze są dla Nas Twoje chęci  i gotowość do pracy w systemie 3 zmianowym w ruchu ciągłym. Na start otrzymasz od Nas:·         Umowę o pracę·         Przejrzystą ścieżkę kariery·         Premię za wyniki zakładu·         Bezpłatną, prywatną opiekę medyczną.·         Kartę abonamentową Edenred.·         Kartę lunchową·         Owoce w każdą środęPonad to zapewniamy:·         Bezpłatny transport z okolic Środy Śląskiej, Strzegomia i Żarowa.",3924,4200,zł, mies. brutto,Pietrzykowice,Pełny etat,Umowa o pracę,-4645560290080978502
Dodane Dzisiaj o 12:44,ID: 766651775,Malarz piaskarz - praca w Belgii - 14 euro netto,Strona główna/Praca/Praca za granicą/Praca za granicą - Pomorskie/Praca za granicą - Gdańsk/Praca za granicą - Śródmieście,/oferty/uzytkownik/1mvBRU/,Kraj: Belgia/Odpowiednie doświadczenie zawodowe,"Firma Intef Europa Sp. z o. o. z siedzibą w Gdańsku będąca członkiem grupy kapitałowej North18, od ponad 8 lat zajmuje się realizacja projektów budowlanych na terenie całej Europy. Zatrudnia ponad 300 pracowników oraz współpracuje z 200 podwykonawcami. Głównym zakresem działalności firmy jest budownictwo przemysłowe. Intef Europa Sp. z o. o. realizowała takie projekty jak budowa hal dla Facebook w Odense (Dania), hal dla Google w Eemshaven (Holandia), szpital w Lubeck (Niemcy) i wiele innych.W chwili obecnej poszukujemy malarzy piaskarzy do pracy w Belgii. Opis projektu:Piaskowanie elementów metalowych (alufelgi, bramy, drzwi, części do maszyn budowlanych etc.) Oferujemy:- wynagrodzenie godzinowe 14 euro netto;- zatrudnienie po podstawie umowy zlecenie;- zakwaterowanie opłacone przez firmę;- zwrot kosztów transportu z Polski do Belgii do kwoty 100 euro;- ekwiwalent urlopowy wypłacany co miesiąc;- opiekę Managera regionalnego na miejscu zlecenia;- dodatkowe ubezpieczenie na życie/zdrowotne Allianz; Oczekujemy:- znajomość przedmiotu zlecenia;- doświadczenie na podobnym stanowisku (minimum 1 rok);- własne auto - WARUNEK!;- znajomość języka angielskiego;- referencje od poprzednich pracodawców - będą atutem; Praca w delegacji to niełatwe wyzwanie, z dala od rodziny w obcym kraju. Dlatego tez firma Intef Europa Sp. z o.o. dokłada wszelkich starań, aby czas spędzony poza granicami Polski był efektywny, bezpieczny i spokojny. Wierzymy w dobre zamiary kandydatów, ich doświadczenie i pewność wyboru naszej oferty, aby i firma, i sami kandydaci nie tracili wzajemnie czasu.",15000,15500,zł, mies. brutto,"Gdańsk, Śródmieście",Pełny etat,Umowa zlecenie,3104328922065199199
Dodane Dzisiaj o 13:08,ID: 836093449,"Kierowca C, C+E codziennie w domu",Strona główna/Praca/Kierowca/Kierowca - Kujawsko-pomorskie/Kierowca - Włocławek,/oferty/uzytkownik/1illhB/,Prawo jazdy: Kat. C/Zasięg transportu: Tylko krajowy/Doświadczenie nie jest wymagane/Praca zmianowa,"Oferujemy:Pracę w dystrybucji artykułów spożywczych dla wiodącej sieci marketów w kraju.Dobrze utrzymane zestawy w pełni serwisowane!(serwis 24h/7)Praca w systemie dwuzmianowym !Umowę o pracę !Atmosferę sprzyjającą pracy, w zgranym zespole!Wynagrodzenie wypłacane terminowo!Pomoc merytoryczną i niezbędne przeszkolenie!Dla zainteresowanych- trasa pokazowa, aby łatwiej było podjąć decyzję o rozpoczęciu współpracy z nami!Wymagamy:Prawa jazdy C, C+EAktualnych badań i karty kierowcy.Predyspozycji do jazdy w nocy.Odpowiedzialności za powierzony sprzęt.Dyspozycyjności.Chęci do pracy i komunikatywności.Proszę dzwonić pon-pt 08.00-17.00",4500,6000,zł, mies. brutto,Włocławek,Pełny etat,Umowa o pracę,7245154731903262314
Dodane Dzisiaj o 12:55,ID: 837031459,Asystenta Menadzera Hotelu/Restauracji,Strona główna/Praca/Gastronomia/Manager restauracji/Manager restauracji - Mazowieckie/Manager restauracji - Pułtusk,/oferty/uzytkownik/1c3KXe/,Odpowiednie doświadczenie zawodowe/Praca zmianowa/Praca w weekendy/Elastyczny czas pracy,"Hotel/Restauracja zlokalizowana w okolicach Pułtusku poszukuje Asystenta Menadzera Hotelu/Restauracji.Zatrudniona osoba odpowiedzialna będzie za wspomaganie pracy menadżera  i zastępowanie  podczas jego nieobecności, nadzór nad cateringiem, kontakt z klientami. Wymagane doświadczenie w branży gastronomicznej. ",,,,,Pułtusk,Pełny etat,Umowa o pracę,3664465099733308640
Dodane Dzisiaj o 12:32,ID: 700092728,Tłumacz z językiem angielskim i niemieckim. Nieskomplikowane teksty.,Strona główna/Praca/Edukacja/Nauczanie języków obcych/Nauczanie języków obcych - Pomorskie/Nauczanie języków obcych - Gdańsk/Nauczanie języków obcych - Żabianka - Wejhera - Jelitkowo - Tysiąclecia,/oferty/uzytkownik/H1xui/,Doświadczenie nie jest wymagane,"Poszukiwani pasjonaci jęzka niemieckiego i angielskiego.Znasz j. niemiecki i j. angielski na poziomie min. B2?Aplikuj!Jesteśmy firmą odnoszącą sukcesy na rynku, która prężnie działa od 2009 roku.Poszukujemy osoby do biura, ze znajomością języka angielskiego (min.B2) oraz języka niemieckiego (min.B2).Niezbędna jest znajomość obu języków jednocześnie.UWAGA: nie wymagamy certyfikatów lub dokumentów poświadczających znajomość języka. Poziom językowy weryfikowany jest na rozmowie kwalifikacyjnej.Oferujemy:pracę w dynamicznym i młodym zespoleprzyjazną atmosferębardzo elastyczny grafikpracę w oparciu o umowęwynagrodzenie do 30 zł/h netto!pracę w międzynarodowym środowiskuOd Ciebie oczekujemy:znajomości j. Niemieckiego min. B2znajomości j. Angielskiego min. B2umiejętności prowadzenia rozmów w formie pisemnej w dwóch językachsumiennościpunktualnościobsługi komputeradyspozycyjnościPraca w godzinach miedzy 7 a 14 lub 14 a 21. Dojazd do nas z każdego końca Trójmiasta jest prosty - nasza siedziba mieści sie 3 minuty do dworca SKM Orłowo.Zastrzegamy sobie możliwość odpowiedzi na wybrane aplikacje.Prześlij Nam swoje CV przez platformę OLX ze zgodą na przetwarzanie danych osobowych do celów rekrutacji.",4800,7000,zł, mies. brutto,"Gdańsk, Żabianka - Wejhera - Jelitkowo - Tysiąclecia",Pełny etat,Umowa zlecenie,4940040014786103441
